0,-0.05,0,0,0,0,
1,1,1,1.235714,0,0,
1,1,1,2.607143,0,0,
1,3,1,3.292857,0,0,
1,6,1,3.978572,0,0,
1,3,1,5.35,0,0,
1,4,1,6.721428,0,0,
1,1,1,8.092857,0,0,
1,3,1,8.778571,0,0,
1,3,1,9.464286,0,0,
1,1,1,11.86429,0,0,
1,6,1,12.20714,0,0,
1,4,1,12.55,0,0,
1,0,1,13.23571,0,0,
1,0,1,13.92143,0,0,
1,5,1,14.60714,0,0,
1,3,1,17.35,0,0,
1,6,1,17.69286,0,0,
1,1,1,18.03572,0,0,
1,2,1,18.72143,0,0,
1,0,1,19.40715,0,0,
1,5,1,20.09286,0,0,
1,5,1,22.83572,0,0,
1,1,1,24.20715,0,0,
1,5,1,24.89286,0,0,
1,3,1,25.57858,0,0,
1,3,1,26.95001,0,0,
1,6,1,28.32144,0,0,
1,3,1,29.00715,0,0,
1,6,1,29.69287,0,0,
1,6,1,31.0643,0,0,
1,3,1,31.75001,0,0,
1,5,1,32.43573,0,0,
1,1,1,33.80715,0,0,
1,1,1,35.17858,0,0,
1,2,1,35.8643,0,0,
1,2,1,36.55001,0,0,
1,6,1,37.92144,0,0,
1,6,1,39.29287,0,0,
1,5,1,39.97858,0,0,
1,5,1,40.6643,0,0,
1,1,1,42.03573,0,0,
1,2,1,42.72144,0,0,
1,6,1,43.40717,0,0,
1,5,1,44.77859,0,0,
1,1,1,45.4643,0,0,
1,4,1,45.80716,0,0,
1,6,1,46.15002,0,0,
1,6,1,46.83573,0,0,
1,6,1,47.52145,0,0,
1,3,1,48.20716,0,0,
1,5,1,48.55002,0,0,
1,1,1,48.89288,0,0,
1,6,1,50.26431,0,0,
1,0,1,50.95002,0,0,
1,0,1,51.29288,0,0,
1,5,1,51.63573,0,0,
1,4,1,52.32145,0,0,
1,6,1,52.66431,0,0,
1,6,1,53.00716,0,0,
1,5,1,55.75002,0,0,
1,6,1,56.43574,0,0,
1,1,1,56.77859,0,0,
1,2,1,57.12145,0,0,
1,5,1,57.80717,0,0,
1,2,1,58.49288,0,0,
1,1,1,59.1786,0,0,
1,1,1,59.52145,0,0,
1,0,1,59.86431,0,0,
1,4,1,61.23574,0,0,
1,5,1,61.92146,0,0,
1,5,1,62.60717,0,0,
1,1,1,63.29288,0,0,
1,2,1,63.9786,0,0,
1,5,1,66.72146,0,0,
1,2,1,67.06432,0,0,
1,5,1,67.40717,0,0,
1,0,1,68.09289,0,0,
1,5,1,68.7786,0,0,
1,5,1,69.46432,0,0,
1,0,1,69.80717,0,0,
1,6,1,70.15003,0,0,
1,4,1,70.83575,0,0,
1,1,1,71.1786,0,0,
1,5,1,72.20718,0,0,
1,4,1,72.55003,0,0,
1,1,1,72.89289,0,0,
1,0,1,73.57861,0,0,
1,1,1,74.26432,0,0,
1,3,1,74.95004,0,0,
1,4,1,77.69289,0,0,
1,1,1,78.03575,0,0,
1,5,1,78.37861,0,0,
1,0,1,79.06432,0,0,
1,4,1,79.5786,0,0,
1,3,1,79.92145,0,0,
1,2,1,80.43572,0,0,
1,5,1,80.77859,0,0,
1,6,1,81.12144,0,0,
1,6,1,81.80715,0,0,
1,6,1,83.17858,0,0,
1,3,1,83.8643,0,0,
1,3,1,84.55001,0,0,
1,3,1,84.89287,0,0,
1,4,1,85.23574,0,0,
1,2,1,85.92144,0,0,
1,6,1,86.60715,0,0,
2,1,1,87.29287,1,1.382143,
2,5,1,87.29287,0,1.382143,
-1,0,0,0,0,0,
