0,0,0,0,0,0,
1,0,1,2.000000,0,0,
1,0,1,3.459459,0,0,
1,6,1,3.945946,0,0,
1,2,1,4.270270,0,0,
1,4,1,4.594594,0,0,
1,3,1,6.540540,0,0,
1,3,1,6.864864,0,0,
1,6,1,7.189188,0,0,
1,0,1,7.513512,0,0,
1,2,1,8.648647,0,0,
1,0,1,9.135133,0,0,
1,2,1,9.459456,0,0,
1,6,1,9.783780,0,0,
1,2,1,10.432428,0,0,
1,3,1,11.081077,0,0,
1,1,1,11.729728,0,0,
1,3,1,11.972972,0,0,
1,3,1,12.216216,0,0,
1,6,1,12.702703,0,0,
1,3,1,13.027028,0,0,
1,3,1,13.351353,0,0,
1,6,1,13.675677,0,0,
1,5,1,14.000002,0,0,
1,0,1,14.324327,0,0,
1,0,1,14.972976,0,0,
1,3,1,15.297300,0,0,
1,0,1,15.621625,0,0,
1,5,1,15.945950,0,0,
1,0,1,16.270273,0,0,
1,4,1,17.891891,0,0,
1,4,1,18.216215,0,0,
1,4,1,18.540539,0,0,
1,0,1,18.864862,0,0,
1,6,1,19.189186,0,0,
1,6,1,19.513510,0,0,
1,0,1,20.162157,0,0,
1,5,1,20.486481,0,0,
1,3,1,20.810804,0,0,
1,2,1,21.135128,0,0,
1,5,1,21.459452,0,0,
1,2,1,21.783775,0,0,
1,4,1,22.108099,0,0,
1,6,1,25.351337,0,0,
1,0,1,30.540524,0,0,
1,6,1,31.837820,0,0,
1,4,1,33.135117,0,0,
1,0,1,33.783764,0,0,
1,2,1,34.432411,0,0,
1,4,1,35.729710,0,0,
1,6,1,36.054035,0,0,
1,0,1,36.702686,0,0,
1,0,1,37.027012,0,0,
1,0,1,37.351337,0,0,
1,2,1,37.675663,0,0,
1,3,1,38.324314,0,0,
1,4,1,38.648640,0,0,
1,5,1,39.297291,0,0,
1,5,1,39.621616,0,0,
1,5,1,39.945942,0,0,
1,5,1,40.270267,0,0,
1,4,1,40.918919,0,0,
1,5,1,41.243244,0,0,
1,3,1,41.891895,0,0,
1,2,1,42.216221,0,0,
1,4,1,42.540546,0,0,
1,6,1,42.864872,0,0,
1,1,1,43.513523,0,0,
1,3,1,43.837849,0,0,
1,4,1,44.486500,0,0,
1,1,1,44.810825,0,0,
1,5,1,46.432449,0,0,
1,3,1,46.756775,0,0,
1,6,1,47.081100,0,0,
1,5,1,47.729752,0,0,
1,6,1,48.054077,0,0,
1,2,1,48.378403,0,0,
1,5,1,49.027054,0,0,
1,2,1,49.351379,0,0,
1,3,1,49.675705,0,0,
1,6,1,50.324356,0,0,
1,6,1,50.648682,0,0,
1,0,1,50.973007,0,0,
1,0,1,51.621658,0,0,
1,4,1,52.270309,0,0,
1,6,1,52.918961,0,0,
1,1,1,53.567612,0,0,
1,0,1,53.891937,0,0,
1,3,1,54.540585,0,0,
1,5,1,55.189232,0,0,
1,1,1,55.837879,0,0,
1,1,1,56.486526,0,0,
1,6,1,56.810852,0,0,
1,3,1,57.135178,0,0,
1,4,1,57.459503,0,0,
1,1,1,57.783829,0,0,
1,5,1,60.378429,0,0,
1,6,1,61.675732,0,0,
1,5,1,62.000057,0,0,
1,3,1,62.324383,0,0,
1,6,1,62.648708,0,0,
1,2,1,62.973034,0,0,
1,6,1,63.297359,0,0,
1,5,1,63.621685,0,0,
1,1,1,64.270332,0,0,
1,1,1,64.594658,0,0,
1,6,1,64.918983,0,0,
1,6,1,65.243309,0,0,
1,6,1,65.567635,0,0,
1,3,1,66.216255,0,0,
1,1,1,66.459488,0,0,
1,5,1,66.702721,0,0,
1,5,1,66.864876,0,0,
1,1,1,67.189201,0,0,
1,2,1,67.513527,0,0,
1,1,1,67.837852,0,0,
1,3,1,68.162178,0,0,
1,2,1,68.486504,0,0,
1,4,1,68.810829,0,0,
1,3,1,69.459480,0,0,
1,1,1,69.783806,0,0,
1,3,1,70.108131,0,0,
1,1,1,70.432457,0,0,
1,3,1,70.756783,0,0,
1,3,1,72.053902,0,0,
1,5,1,72.378227,0,0,
1,5,1,72.702553,0,0,
1,6,1,73.026878,0,0,
